length,width,depth,area,ambient_temp,surface_moisture,defect_severity,mass_required_kg,is_thermal_ok,is_monsoon_sim
0.271,0.151,0.0671,0.0409,27.5,36.8,1,8.118,0,1
3.081,1.101,0.0865,3.391,35.3,0.9,1,869.48,1,0
0.813,0.338,0.0643,0.2747,28.8,7.5,1,52.314,1,0
0.306,0.915,0.0674,0.2796,31.8,5.1,1,55.831,1,0
0.769,0.777,0.0792,0.5976,26.8,12.6,1,140.242,0,1
1.629,0.221,0.0553,0.3606,30.8,9.8,1,59.034,0,0
1.854,0.49,0.0619,0.9083,26.4,23.9,1,166.399,0,1
2.095,0.155,0.068,0.324,31.9,6.3,1,65.167,1,0
0.943,0.538,0.0702,0.5074,23.9,10.1,1,105.549,0,0
2.117,0.261,0.0501,0.5527,34.4,4.4,1,82.109,1,0
0.813,0.181,0.0824,0.1472,26.9,9.4,1,35.951,0,0
1.034,0.405,0.047,0.4188,25.5,17.8,0,58.203,0,1
1.522,0.103,0.0471,0.1563,29.9,3.7,0,21.797,1,0
0.654,1.234,0.061,0.8074,28.1,37.0,1,145.886,0,1
0.176,0.238,0.0779,0.0419,28.3,4.4,1,9.668,1,0
0.531,0.886,0.0389,0.4707,31.8,6.4,0,54.139,1,0
1.078,1.53,0.0552,1.6492,35.0,5.8,1,269.571,1,0
0.314,2.093,0.0417,0.6565,30.9,11.2,0,81.235,0,0
0.261,0.752,0.0527,0.1961,32.3,9.9,1,30.58,0,0
0.447,1.342,0.0454,0.5997,25.7,25.7,0,80.633,0,1
0.133,0.585,0.0614,0.0776,27.1,24.4,1,14.13,0,1
1.46,0.639,0.0261,0.9331,37.2,0.6,0,72.259,1,0
0.399,0.733,0.0728,0.2928,28.6,34.9,1,63.221,0,1
0.233,0.987,0.0778,0.2297,25.8,2.3,1,52.915,1,0
1.301,0.987,0.0354,1.2838,28.6,30.2,0,134.469,0,1
1.951,1.331,0.0613,2.597,30.5,10.3,1,471.856,0,0
0.12,0.868,0.0825,0.1042,25.3,17.4,1,25.466,0,1
0.366,1.814,0.0324,0.664,36.0,1.4,0,63.656,1,0
3.005,1.088,0.0971,3.2697,21.5,11.1,1,939.378,0,0
0.587,2.216,0.0667,1.2995,25.8,10.4,1,256.659,0,1
2.89,1.21,0.0464,3.4984,26.7,7.2,0,480.132,1,0
0.42,1.174,0.0486,0.4935,30.2,20.2,0,71.027,0,1
0.346,1.675,0.0639,0.5796,36.1,4.5,1,109.637,1,0
0.341,0.953,0.0576,0.325,26.5,17.7,1,55.405,0,1
0.189,0.258,0.0726,0.0488,29.8,10.5,1,10.503,0,0
2.368,0.169,0.0496,0.4008,27.2,11.7,0,58.872,0,1
4.004,0.404,0.049,1.6161,30.6,11.7,0,234.399,0,0
3.19,1.447,0.0652,4.6172,30.1,1.9,1,891.607,1,0
2.011,0.118,0.0465,0.2364,34.2,11.7,0,32.548,0,0
1.977,0.23,0.0542,0.4547,28.2,6.2,1,72.987,1,0
1.182,0.19,0.0783,0.2243,38.5,0.7,1,51.969,1,0
1.85,0.13,0.0263,0.2411,28.9,10.0,0,18.794,0,0
0.334,1.43,0.0643,0.477,36.9,5.3,1,90.746,1,0
0.591,0.362,0.073,0.2141,37.8,6.1,1,46.306,1,0
1.124,1.144,0.084,1.2862,22.0,2.0,1,319.994,0,0
2.178,0.222,0.062,0.4844,26.7,16.5,1,89.194,0,1
1.18,0.521,0.0579,0.6145,32.4,8.0,1,105.524,0,0
1.926,0.199,0.0359,0.3835,30.8,3.3,0,40.788,1,0
0.742,0.102,0.0511,0.0757,27.1,8.4,1,11.441,0,0
1.363,0.86,0.08,1.1722,31.1,5.4,1,277.373,1,0
4.011,0.625,0.0396,2.5055,28.7,1.4,0,293.962,1,0
0.267,0.531,0.02,0.1416,28.1,11.2,0,8.397,0,0
2.716,0.166,0.0848,0.4496,38.6,11.6,1,113.04,0,0
0.839,0.81,0.0547,0.6793,33.6,4.9,1,110.324,1,0
1.131,1.311,0.0789,1.4826,28.9,5.0,1,346.36,1,0
2.203,0.156,0.0394,0.3429,29.5,39.7,0,39.957,0,1
0.627,0.527,0.0594,0.3303,29.6,6.1,1,58.029,1,0
0.642,0.399,0.0494,0.2561,29.3,30.9,0,37.426,0,1
0.849,1.88,0.0679,1.5959,28.4,17.9,1,321.156,0,1
0.119,0.344,0.0628,0.041,31.8,7.6,1,7.617,1,0
0.787,2.41,0.0743,1.8954,32.3,0.5,1,416.698,1,0
0.444,1.51,0.0555,0.6705,25.9,6.2,1,110.276,1,0
2.73,0.184,0.0811,0.5036,31.0,3.3,1,120.779,1,0
0.192,0.624,0.0458,0.1197,37.2,4.4,0,16.212,1,0
0.715,0.938,0.0781,0.6703,27.9,7.4,1,154.926,1,0
3.046,0.819,0.0849,2.4958,35.5,1.2,1,628.08,1,0
2.413,1.01,0.0654,2.4362,34.8,6.6,1,471.053,1,0
1.308,0.545,0.0426,0.7125,29.6,11.1,0,89.877,0,0
0.99,1.981,0.0216,1.9612,42.2,2.4,0,125.39,1,0
0.43,0.352,0.0551,0.1513,33.4,7.4,1,24.652,1,0
0.557,0.179,0.0381,0.0998,27.8,34.8,0,11.254,0,1
0.194,3.152,0.0493,0.613,26.5,29.1,0,89.591,0,1
1.642,0.944,0.1042,1.5509,27.8,37.7,2,477.992,0,1
0.491,0.961,0.0556,0.4723,25.8,32.5,1,77.76,0,1
1.202,1.461,0.0314,1.756,32.8,0.6,0,163.421,1,0
0.543,0.538,0.048,0.2918,27.4,4.8,0,41.423,1,0
0.724,0.491,0.0794,0.3552,39.1,1.9,1,83.492,1,0
0.91,2.483,0.065,2.2588,27.2,22.5,1,434.715,0,1
1.719,0.491,0.0739,0.8443,33.9,4.8,1,184.534,1,0
0.337,0.165,0.0974,0.0558,25.2,27.0,1,16.08,0,1
0.609,0.394,0.0586,0.2401,25.3,7.9,1,41.667,1,0
0.239,1.754,0.0901,0.4199,30.7,6.5,1,112.037,1,0
0.179,0.18,0.0736,0.0321,23.4,26.3,1,7.011,0,1
1.028,1.109,0.0482,1.1401,31.4,4.6,0,162.52,1,0
0.31,0.348,0.0886,0.1077,32.1,4.1,1,28.273,1,0
0.162,1.196,0.0644,0.1933,33.8,0.9,1,36.924,1,0
2.374,0.678,0.0868,1.6099,27.7,22.0,1,413.277,0,1
0.864,0.91,0.0564,0.7862,27.2,2.1,1,131.365,1,0
0.245,0.323,0.0233,0.079,27.0,24.6,0,5.448,0,1
0.155,0.247,0.02,0.0383,24.0,34.8,0,2.268,0,1
0.228,0.152,0.0706,0.0347,25.5,10.1,1,7.25,0,0
0.737,1.497,0.0495,1.1039,24.5,31.0,0,161.725,0,1
1.204,1.092,0.0235,1.3144,31.0,5.3,0,91.58,1,0
1.125,0.378,0.0702,0.4251,28.0,38.1,1,88.384,0,1
0.256,1.551,0.0762,0.397,32.9,7.7,1,89.639,1,0
1.104,1.535,0.0619,1.6944,27.8,34.2,1,310.085,0,1
0.619,0.219,0.0571,0.1353,27.7,28.2,1,22.886,0,1
0.725,1.101,0.0755,0.7979,31.2,3.4,1,178.276,1,0
1.717,0.377,0.0565,0.6464,30.0,7.2,1,108.253,1,0
0.504,0.604,0.053,0.3044,37.5,1.8,1,47.795,1,0
0.259,0.55,0.0369,0.1424,33.0,2.9,0,15.558,1,0
2.167,0.833,0.033,1.8061,32.9,11.3,0,176.508,0,0
0.338,0.441,0.0606,0.1493,29.3,3.8,1,26.785,1,0
0.448,0.161,0.0441,0.0721,29.9,9.2,0,9.407,0,0
1.326,0.993,0.0939,1.3174,25.7,25.4,1,366.182,0,1
1.251,2.687,0.0616,3.3598,28.2,14.4,1,613.389,0,1
1.711,0.982,0.0384,1.6803,28.5,11.6,0,190.587,0,0
0.303,0.721,0.0652,0.2185,28.9,23.3,1,42.186,0,1
0.534,0.243,0.0575,0.1298,29.5,8.4,1,22.119,0,0
0.235,0.885,0.0686,0.2076,33.8,8.3,1,42.179,0,0
0.879,0.856,0.0688,0.7518,29.6,16.4,1,153.062,0,1
0.446,0.871,0.0451,0.3888,31.6,11.3,0,51.878,0,0
1.268,1.883,0.0653,2.387,26.8,36.2,1,461.809,0,1
0.1,1.108,0.1003,0.1112,24.5,31.9,2,33.04,0,1
0.162,1.324,0.0452,0.2138,36.3,9.0,0,28.627,0,0
0.667,0.401,0.0517,0.2671,24.2,14.0,1,40.841,0,1
3.274,0.352,0.0343,1.1532,32.7,4.3,0,117.409,1,0
2.315,0.285,0.0853,0.6605,35.0,1.9,1,166.884,1,0
5.0,1.305,0.0586,6.527,34.4,10.1,1,1134.015,0,0
0.639,1.059,0.0294,0.6773,32.4,2.3,0,58.864,1,0
0.148,0.435,0.0357,0.0642,26.0,23.7,0,6.791,0,1
0.465,0.222,0.0422,0.1031,24.9,9.5,0,12.895,0,0
1.226,1.6,0.0851,1.9622,29.0,31.5,1,495.501,0,1
0.245,0.488,0.0628,0.1197,32.3,2.1,1,22.27,1,0
0.457,0.268,0.056,0.1225,28.3,3.0,1,20.324,1,0
0.158,0.225,0.0452,0.0355,29.4,10.1,0,4.741,0,0
0.744,2.117,0.0602,1.576,36.4,3.7,1,281.122,1,0
0.334,0.212,0.0476,0.0707,29.9,10.9,0,9.959,0,0
0.196,0.457,0.0868,0.0894,32.9,11.7,1,22.968,0,0
0.63,0.9,0.0631,0.5668,25.6,15.8,1,105.916,0,1
0.533,0.52,0.0394,0.2767,27.2,8.3,0,32.295,0,0
0.871,0.619,0.0458,0.5395,22.8,6.4,0,73.141,0,0
1.482,1.398,0.0935,2.0726,27.0,9.1,1,573.203,0,0
0.219,3.5,0.0559,0.768,26.9,6.5,1,127.002,1,0
1.666,0.604,0.0909,1.0058,28.8,13.1,1,270.602,0,1
0.127,0.481,0.0644,0.0609,36.7,9.0,1,11.609,0,0
0.685,0.518,0.0687,0.3548,30.8,5.7,1,72.175,1,0
0.985,0.468,0.0492,0.4616,26.1,0.8,0,67.288,1,0
3.247,0.614,0.0762,1.9921,26.4,14.7,1,448.982,0,1
0.953,0.424,0.0361,0.4042,35.4,1.4,0,43.089,1,0
0.273,0.597,0.0451,0.1629,32.8,1.3,0,21.717,1,0
0.829,2.427,0.067,2.0117,32.7,8.7,1,399.322,0,0
0.604,0.37,0.0542,0.2233,34.3,8.3,1,35.749,0,0
0.753,0.944,0.0607,0.7107,29.2,8.9,1,127.794,0,0
0.32,0.634,0.0706,0.2025,30.0,4.4,1,42.371,1,0
0.795,1.155,0.0592,0.9177,29.6,1.1,1,160.991,1,0
0.263,0.611,0.0618,0.1605,36.8,3.9,1,29.336,1,0
1.463,0.24,0.0969,0.3511,30.0,22.0,1,100.833,0,1
1.001,1.747,0.0201,1.7492,33.8,7.6,0,104.175,1,0
0.182,1.001,0.0503,0.182,29.7,37.8,1,27.108,0,1
2.304,0.697,0.0562,1.6058,28.9,4.8,1,267.209,1,0
1.058,1.523,0.0789,1.6112,26.9,19.6,1,376.126,0,1
0.48,3.09,0.0752,1.483,24.7,39.0,1,329.872,0,1
0.147,0.521,0.02,0.0765,27.4,17.0,0,4.53,0,1
1.1,0.448,0.0824,0.4934,34.0,7.7,1,120.389,1,0
0.568,1.221,0.0621,0.6927,35.4,7.9,1,127.203,1,0
2.482,0.585,0.0745,1.4519,27.1,31.1,1,320.141,0,1
0.136,0.172,0.0492,0.0233,27.9,34.9,0,3.389,0,1
0.14,0.45,0.0723,0.063,27.2,10.3,1,13.473,0,0
3.082,1.423,0.0682,4.3849,29.6,6.4,1,885.662,1,0
3.449,1.081,0.0577,3.729,30.0,14.3,1,636.905,0,1
0.128,1.689,0.0926,0.2165,28.7,39.1,1,59.488,0,1
1.359,0.227,0.1062,0.3083,23.2,34.5,2,96.909,0,1
0.35,0.324,0.0591,0.1134,29.0,9.2,1,19.817,0,0
1.309,0.293,0.0276,0.3839,36.7,11.0,0,31.324,0,0
2.131,2.942,0.0705,6.2671,33.4,7.0,1,1309.041,1,0
0.206,0.248,0.045,0.0512,24.2,19.8,0,6.815,0,1
0.373,0.829,0.0666,0.309,27.7,34.0,1,60.91,0,1
0.124,0.902,0.069,0.1121,30.2,24.6,1,22.927,0,1
0.145,0.872,0.0634,0.1262,29.4,10.8,1,23.707,0,0
0.13,1.041,0.0394,0.1354,31.8,10.4,0,15.808,0,0
1.713,0.629,0.0312,1.0777,39.8,1.3,0,99.447,1,0
0.454,0.17,0.038,0.0772,29.8,26.5,0,8.696,0,1
0.78,1.066,0.0581,0.8315,39.1,1.5,1,142.899,1,0
1.65,0.364,0.0888,0.6008,33.8,5.3,1,157.791,1,0
0.783,0.163,0.054,0.1277,33.0,0.8,1,20.434,1,0
0.661,0.249,0.0821,0.1644,29.8,35.4,1,39.941,0,1
0.112,0.371,0.0213,0.0414,33.1,6.1,0,2.614,1,0
0.939,0.553,0.0696,0.5196,37.1,11.0,1,106.925,0,0
0.233,1.68,0.0926,0.392,27.8,11.0,1,107.6,0,0
1.547,0.715,0.0422,1.1061,34.0,6.3,0,138.362,1,0
0.398,0.611,0.0566,0.2432,36.2,9.4,1,40.633,0,0
1.221,0.27,0.0629,0.3296,24.6,25.2,1,61.408,0,1
1.139,2.66,0.0744,3.0305,24.4,20.3,1,666.946,0,1
1.059,2.013,0.0375,2.1318,28.6,3.9,0,236.585,1,0
0.411,1.455,0.0354,0.5972,28.4,1.0,0,62.74,1,0
0.411,0.412,0.0737,0.1693,24.8,33.7,1,36.916,0,1
2.088,0.76,0.0706,1.5865,27.1,13.5,1,330.859,0,1
0.113,0.494,0.0407,0.0558,39.3,2.9,0,6.723,1,0
0.3,0.513,0.0725,0.1539,39.1,4.4,1,33.03,1,0
1.042,0.16,0.0574,0.1666,35.5,6.7,1,28.321,1,0
1.799,0.221,0.0421,0.3969,29.2,4.5,0,49.363,1,0
0.544,2.699,0.0435,1.4674,35.4,8.0,0,188.799,1,0
1.16,0.853,0.054,0.9898,32.7,6.0,1,158.121,1,0
0.915,0.105,0.1169,0.0961,26.4,2.2,2,33.321,1,0
0.167,1.425,0.0643,0.2376,30.2,8.7,1,45.208,0,0
1.072,0.173,0.0436,0.1853,26.4,1.0,0,23.963,1,0
1.781,1.085,0.0441,1.9333,40.8,2.7,0,252.173,1,0
4.986,0.876,0.0725,4.367,32.8,3.8,1,937.926,1,0
0.13,0.152,0.0586,0.0198,26.1,1.1,1,3.431,1,0
1.179,0.706,0.0592,0.8319,31.2,6.2,1,145.98,1,0
0.635,0.139,0.0511,0.0882,24.8,0.6,1,13.364,0,0
0.11,0.153,0.036,0.0168,33.2,8.3,0,1.792,0,0
1.053,0.142,0.0619,0.1495,25.4,4.0,1,27.347,1,0
0.231,0.336,0.1015,0.0775,34.2,8.6,2,23.282,0,0
0.576,1.395,0.0577,0.8029,31.1,10.7,1,137.343,0,0
0.403,0.46,0.0581,0.1854,30.2,11.0,1,31.94,0,0
0.548,0.916,0.0722,0.5022,30.5,10.5,1,107.424,0,0
0.779,0.207,0.0599,0.1609,26.5,26.4,1,28.486,0,1
0.545,2.261,0.0425,1.2323,35.5,6.8,0,154.798,1,0
0.905,0.661,0.0505,0.5982,21.6,29.5,1,89.768,0,1
0.373,0.12,0.0492,0.0447,28.1,10.4,0,6.506,0,0
1.109,0.717,0.0766,0.7947,32.8,11.0,1,180.591,0,0
2.023,0.263,0.0476,0.5323,31.7,8.1,0,75.132,0,0
0.354,0.274,0.0368,0.097,24.6,10.2,0,10.551,0,0
0.809,0.834,0.0829,0.6746,26.7,15.2,1,165.666,0,1
1.146,0.305,0.0773,0.3499,29.2,30.7,1,80.091,0,1
0.932,0.293,0.066,0.2726,27.2,19.4,1,53.267,0,1
0.555,0.723,0.0461,0.4013,31.3,1.6,0,54.842,1,0
1.128,0.315,0.02,0.355,26.5,13.7,0,21.0,0,1
0.129,0.194,0.1045,0.0249,27.0,30.7,2,7.721,0,1
0.562,0.52,0.1064,0.292,26.0,10.0,2,91.898,0,0
0.861,0.143,0.0629,0.1228,37.8,1.3,1,22.871,1,0
0.121,1.986,0.0633,0.2399,31.7,6.2,1,44.936,1,0
0.809,0.581,0.0443,0.4694,30.6,37.5,0,61.659,0,1
1.162,0.111,0.02,0.1285,37.8,7.3,0,7.599,1,0
1.524,0.304,0.0551,0.4626,26.1,2.9,1,75.455,1,0
0.22,2.633,0.02,0.58,31.4,11.4,0,34.332,0,0
4.763,0.649,0.0757,3.0903,24.2,10.2,1,693.547,0,1
1.032,0.456,0.0669,0.4701,36.9,2.3,1,93.018,1,0
0.551,0.403,0.0433,0.2221,34.4,11.8,0,28.521,0,0
0.386,0.532,0.0762,0.2055,25.3,19.9,1,46.361,0,1
0.951,0.29,0.0833,0.2761,32.9,10.1,1,68.089,0,0
2.235,1.206,0.0603,2.6955,24.4,5.8,1,480.455,0,0
0.835,0.668,0.0554,0.5578,33.1,7.9,1,91.437,1,0
1.183,1.214,0.0586,1.4359,30.7,2.6,1,249.163,1,0
0.543,0.335,0.0958,0.1817,27.7,18.9,1,51.547,0,1
0.591,0.101,0.0615,0.0598,29.2,35.7,1,10.903,0,1
0.437,2.811,0.0716,1.2285,22.8,9.8,1,260.852,0,0
1.323,0.674,0.0989,0.8917,33.4,5.5,1,260.863,1,0
0.545,0.166,0.0405,0.0907,34.0,10.9,0,10.902,0,0
0.312,0.188,0.02,0.0585,36.5,3.2,0,3.464,1,0
0.561,0.556,0.0619,0.3121,34.8,6.8,1,57.22,1,0
2.023,1.051,0.0738,2.1254,25.1,7.9,1,465.625,1,0
1.44,0.504,0.0429,0.7262,27.1,39.7,0,92.464,0,1
0.507,1.473,0.0702,0.7472,40.3,11.9,1,155.039,0,0
2.473,0.419,0.0861,1.0369,23.9,9.0,1,264.177,0,0
0.178,0.137,0.0249,0.0244,25.9,32.9,0,1.801,0,1
0.151,0.107,0.0397,0.0161,33.1,4.0,0,1.895,1,0
0.236,1.67,0.0675,0.3947,36.2,6.5,1,78.813,1,0
0.224,3.432,0.0405,0.768,25.9,18.9,0,92.16,0,1
0.192,0.214,0.0506,0.0411,28.0,22.8,1,6.15,0,1
1.183,0.151,0.0668,0.1789,33.6,9.1,1,35.314,0,0
1.018,2.067,0.0362,2.1045,26.6,4.1,0,225.43,1,0
1.143,0.185,0.0223,0.2114,26.5,38.0,0,13.964,0,1
1.266,0.307,0.05,0.3892,38.3,5.1,1,57.773,1,0
1.514,1.394,0.0652,2.111,34.4,2.3,1,408.178,1,0
0.332,3.5,0.0751,1.1625,27.9,37.6,1,258.495,0,1
1.074,0.632,0.0344,0.679,31.9,4.4,0,69.344,1,0
0.968,0.289,0.0421,0.28,23.3,4.7,0,34.915,0,0
2.976,1.606,0.075,4.7789,22.4,21.9,1,1059.555,0,1
0.364,0.501,0.036,0.1826,32.5,11.1,0,19.46,0,0
0.161,0.355,0.0407,0.0569,26.1,21.0,0,6.858,0,1
1.16,0.639,0.0887,0.7415,28.5,23.7,1,194.511,0,1
1.448,1.649,0.0513,2.3877,32.4,1.0,1,363.107,1,0
0.433,0.312,0.037,0.1352,25.4,19.4,0,14.778,0,1
0.946,0.541,0.0629,0.5118,31.4,10.7,1,95.155,0,0
0.161,0.57,0.0721,0.092,23.1,8.0,1,19.635,0,0
3.32,1.531,0.0693,5.0819,30.7,1.7,1,1042.475,1,0
0.216,1.002,0.0579,0.2168,32.3,8.8,1,37.179,0,0
0.17,1.313,0.044,0.2232,37.3,4.6,0,29.114,1,0
0.145,1.046,0.0927,0.1517,34.7,1.3,1,41.611,1,0
0.657,0.819,0.0807,0.538,26.9,2.4,1,128.343,1,0
0.202,0.214,0.0471,0.0432,23.9,2.5,0,6.027,0,0
1.465,1.532,0.0597,2.2439,28.1,28.8,1,396.308,0,1
2.391,0.848,0.0435,2.0272,30.9,1.4,0,261.123,1,0
0.401,1.066,0.0637,0.428,30.9,2.8,1,80.88,1,0
1.091,1.307,0.0628,1.4256,32.7,1.3,1,265.469,1,0
0.143,0.399,0.0667,0.0571,32.8,4.4,1,11.269,1,0
0.589,0.56,0.0888,0.3297,31.1,0.6,1,86.728,1,0
0.447,0.723,0.0744,0.3231,28.3,11.3,1,71.256,0,0
0.36,0.436,0.0443,0.1567,33.6,2.8,0,20.548,1,0
1.135,0.339,0.0382,0.3851,24.6,29.3,0,43.525,0,1
0.24,1.3,0.0655,0.3113,30.7,1.4,1,60.502,1,0
2.071,1.221,0.0741,2.5291,21.8,9.2,1,555.576,0,0
1.193,1.526,0.1039,1.8208,26.1,4.1,2,561.132,1,0
1.34,1.054,0.0332,1.4133,39.3,10.4,0,138.438,0,0
2.839,0.399,0.0774,1.1322,37.9,11.3,1,259.942,0,0
2.954,0.417,0.05,1.2312,29.8,23.2,0,182.246,0,1
0.902,0.7,0.0951,0.6318,33.7,9.4,1,177.965,0,0
0.784,1.544,0.0526,1.2107,31.0,4.1,1,188.77,1,0
0.509,0.44,0.0836,0.2238,34.5,2.6,1,55.36,1,0
1.357,1.262,0.1103,1.7125,30.9,4.9,2,558.969,1,0
0.873,0.392,0.0698,0.342,31.5,11.0,1,70.623,0,0
2.801,0.431,0.045,1.2063,26.5,2.8,0,160.755,1,0
0.373,1.217,0.048,0.4534,31.9,11.8,0,64.49,0,0
0.471,1.008,0.041,0.4752,29.6,3.3,0,57.617,1,0
0.48,0.287,0.0468,0.1376,38.2,1.5,0,19.039,1,0
1.74,1.504,0.0458,2.6162,23.4,10.6,0,354.828,0,0
0.204,1.328,0.1083,0.2714,32.2,4.4,2,87.164,1,0
0.708,1.377,0.0445,0.9753,24.6,35.5,0,128.358,0,1
0.658,0.608,0.0629,0.4003,25.6,23.8,1,74.514,0,1
0.176,0.419,0.0687,0.0737,33.5,3.9,1,15.004,1,0
0.629,1.617,0.068,1.0168,30.5,1.3,1,204.595,1,0
0.82,0.81,0.0964,0.6643,39.5,8.9,1,189.745,0,0
0.167,2.239,0.031,0.3746,33.4,7.6,0,34.365,1,0
0.813,0.334,0.0343,0.2718,31.0,36.8,0,27.592,0,1
3.3,3.071,0.0416,10.1357,25.3,38.1,0,1246.062,0,1
3.959,0.481,0.0887,1.906,34.1,4.0,1,500.531,1,0
0.859,0.488,0.0708,0.4192,32.1,5.0,1,87.866,1,0
0.824,0.318,0.0993,0.2622,26.1,14.0,1,77.002,0,1
0.436,2.783,0.0218,1.2137,37.4,11.0,0,78.13,0,0
5.0,0.132,0.0721,0.6621,34.9,1.8,1,141.441,1,0
0.421,0.613,0.0693,0.2578,33.7,1.2,1,52.9,1,0
0.703,0.464,0.0273,0.3262,25.7,10.2,0,26.404,0,0
0.103,0.239,0.069,0.0246,26.5,2.3,1,5.02,1,0
0.53,1.099,0.0699,0.5822,29.9,18.9,1,120.392,0,1
0.174,1.929,0.0471,0.3358,29.2,8.5,0,46.795,0,0
1.462,0.323,0.0705,0.4727,25.8,26.7,1,98.846,0,1
0.923,0.651,0.0382,0.6009,34.8,6.2,0,67.966,1,0
0.949,0.791,0.0747,0.7503,34.7,6.3,1,165.964,1,0
0.438,0.496,0.0838,0.2171,29.6,6.3,1,53.832,1,0
1.787,2.136,0.0433,3.8169,34.3,6.8,0,488.881,1,0
0.103,0.595,0.0785,0.0615,35.5,6.0,1,14.298,1,0
0.506,3.349,0.0308,1.6943,32.1,7.8,0,154.63,1,0
1.177,0.38,0.0624,0.4472,26.4,5.0,1,82.374,1,0
2.485,0.161,0.0609,0.3997,27.4,11.5,1,72.1,0,1
0.367,0.784,0.0529,0.2882,27.4,4.9,1,45.167,1,0
0.879,1.487,0.0525,1.3068,29.5,0.6,1,203.096,1,0
0.872,0.493,0.0929,0.4303,28.6,13.8,1,118.651,0,1
2.173,0.264,0.02,0.5731,26.4,10.4,0,33.969,0,0
0.152,1.172,0.0911,0.178,26.1,10.6,1,48.098,0,0
0.652,0.353,0.0339,0.2302,29.3,2.2,0,23.112,1,0
0.301,1.275,0.0941,0.3843,28.4,33.2,1,107.086,0,1
0.122,0.343,0.0802,0.0418,28.3,36.0,1,9.927,0,1
0.259,0.752,0.068,0.1948,25.5,32.1,1,39.179,0,1
3.85,1.849,0.0843,7.1181,34.7,10.9,1,1778.42,0,0
0.342,0.283,0.0505,0.0968,25.7,21.1,1,14.466,0,1
2.834,1.475,0.0709,4.1797,30.5,26.3,1,877.93,0,1
0.33,0.347,0.0574,0.1143,33.2,7.0,1,19.445,1,0
2.778,0.965,0.0664,2.6796,39.3,4.0,1,526.635,1,0
1.163,0.323,0.0771,0.3762,25.9,16.6,1,85.996,0,1
0.22,0.197,0.072,0.0434,30.9,1.8,1,9.254,1,0
0.972,0.973,0.0522,0.9454,34.2,1.9,1,146.156,1,0
0.483,0.823,0.062,0.3978,31.9,5.9,1,73.142,1,0
0.583,0.511,0.0575,0.2978,23.1,2.8,1,50.793,0,0
0.68,0.13,0.0471,0.0883,30.3,5.7,0,12.354,1,0
0.649,0.616,0.0809,0.4,36.3,9.7,1,95.76,0,0
1.191,0.229,0.0862,0.2725,37.7,0.8,1,69.529,1,0
1.563,0.456,0.1073,0.7131,41.5,8.1,2,226.601,0,0
0.499,0.806,0.0455,0.4023,29.5,3.6,0,54.104,1,0
2.682,2.342,0.0816,6.2812,30.9,9.7,1,1519.513,0,0
2.888,0.673,0.0676,1.9432,28.4,22.9,1,389.011,0,1
0.142,0.273,0.0547,0.0387,25.1,26.4,1,6.263,0,1
0.115,2.438,0.0776,0.2805,40.9,7.8,1,64.449,1,0
0.654,0.121,0.0612,0.0791,27.2,9.6,1,14.32,0,0
0.993,0.924,0.0583,0.9173,35.8,1.2,1,158.728,1,0
0.426,0.343,0.059,0.1462,29.7,4.0,1,25.544,1,0
0.4,1.233,0.0459,0.4938,40.8,5.8,0,67.17,1,0
1.234,0.422,0.0854,0.5207,25.5,31.9,1,131.638,0,1
1.021,0.548,0.0632,0.5592,31.8,8.6,1,104.78,0,0
0.283,1.277,0.0758,0.3613,36.2,2.9,1,81.09,1,0
2.258,1.925,0.0922,4.3472,36.7,9.7,1,1186.259,0,0
1.239,0.261,0.0421,0.3238,29.4,35.7,0,40.368,0,1
0.55,0.381,0.11,0.2097,30.9,6.6,2,68.27,1,0
1.251,0.103,0.062,0.1294,36.7,9.1,1,23.76,0,0
0.22,1.654,0.0688,0.363,25.8,13.1,1,74.088,0,1
0.732,2.452,0.0758,1.7938,30.6,0.8,1,403.016,1,0
0.285,0.362,0.0421,0.1033,34.1,9.0,0,12.875,0,0
0.142,0.488,0.0439,0.0695,27.8,8.6,0,9.042,0,0
0.513,0.548,0.0549,0.2812,33.6,10.6,1,45.785,0,0
0.263,0.522,0.0625,0.1374,28.0,21.2,1,25.42,0,1
1.104,0.499,0.0439,0.551,39.7,10.6,0,71.703,0,0
1.221,0.617,0.0325,0.7532,36.2,0.7,0,72.33,1,0
0.261,0.234,0.0831,0.061,40.1,2.4,1,14.99,1,0
0.125,0.148,0.0381,0.0184,29.9,0.8,0,2.084,1,0
1.674,1.129,0.0783,1.8893,26.7,17.0,1,438.073,0,1
0.102,1.6,0.0362,0.1633,33.1,7.9,0,17.495,1,0
0.521,1.429,0.0464,0.7454,28.3,28.2,0,102.198,0,1
0.782,0.888,0.0565,0.6949,28.6,25.9,1,116.306,0,1
1.807,2.874,0.1057,5.1944,32.3,7.1,2,1624.377,1,0
1.924,0.101,0.0638,0.1947,29.2,2.8,1,36.803,1,0
1.391,0.408,0.0653,0.5674,32.9,1.0,1,109.728,1,0
0.384,0.397,0.0572,0.1524,25.0,34.5,1,25.773,0,1
1.374,0.444,0.0423,0.6102,25.3,1.0,0,76.459,1,0
0.383,1.388,0.0736,0.5315,28.1,35.3,1,115.844,0,1
0.342,0.446,0.0606,0.1525,28.5,4.7,1,27.296,1,0
0.892,0.699,0.0881,0.6237,33.6,1.1,1,162.687,1,0
1.236,0.861,0.037,1.0646,26.7,2.7,0,116.684,1,0
